location_id,is_verified,is_hidden,is_location_screening_patients,is_location_collecting_specimens,location_name,location_address_street,location_address_locality,location_address_region,location_address_postal_code,lat,lng,location_place_of_service_type,location_contact_phone_main,location_contact_url_main,location_hours_of_operation,is_location_accepting_third_party_orders_for_testing,is_location_only_testing_patients_that_meet_criteria,is_location_by_appointment_only,location_contact_phone_appointments,location_contact_url_appointments,location_specific_testing_criteria,additional_information_for_patients,data_source,is_ready_for_prod,location_address_district,geometry
92481731-4d12-49f2-98f2-48b59d030fcd,t,t,f,f,Cheshire Health Department,80 Church Street,Cheshire,MA,,42.56196,-73.16399399999999,Public Health Department,413-743-1690,https://www.cheshire-ma.net/home/news/covid-19-updates,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-73.163994 42.56196)
8fb05944-2399-4532-a98b-5fb1d0b1b0ae,f,t,t,f,Wright County Health Department,147-199 Marshfield Street,Hartville,MO,,37.24948,-92.50938000000001,Public Health Department,417-741-7791,http://wrightcountyhealthdepartment.com/index.php?option=com_frontpage&itemid=48,,f,t,f,,,,,dph website,,,POINT (-92.50938 37.24948)
96639e65-07e5-4fc4-bb73-14b90dbb8c4a,t,f,t,t,Olmsted Township Express and Outpatient Clinic,27089 Bagley Rd.,Olmsted Township,Ohio,44138.0,41.371986799999995,-81.94195909999999,Urgent Care,440.234.4700,https://my.clevelandclinic.org/locations/directions/446-olmsted-township-express-and-outpatient-clinic,Call ahead,f,t,t,855-697-3750,https://my.clevelandclinic.org/landing/preparing-for-coronavirus,https://my.clevelandclinic.org/landing/preparing-for-coronavirus#testing-tab,Please Note: A Cleveland Clinic electronic provider’s order is required for COVID-19 testing.,provider website,,,POINT (-81.9419591 41.3719868)
637f2d19-0aa2-4053-889c-d2e31d079abc,f,f,t,f,Montgomery County Health Department,346 Luzerne Street,Mount Ida,Arkansas,,34.55308,-93.63893,Public Health Department,870-867-2331,,,,,,,,,,provider website,,,POINT (-93.63893 34.55308)
2b63af88-849c-4c26-80ec-2a16d6a61b12,f,f,t,f,Jefferson County Health Department,645 Parfet Street,Lakewood,Colorado,,39.72882,-105.11943000000001,Public Health Department,303-271-5701,,,,,,,,,,provider website,,,POINT (-105.11943 39.72882)
82e08d86-9369-4b97-8a4b-116eb92a4b0b,f,t,t,t,Oregon County Health Department,Couch Street,Alton,MO,,36.6940752,-91.3990577,Hospital,417-778-7450,http://oregoncountyhealthdepartment.com/default.aspx,Call ahead,f,t,t,,,,"If you are showing any sign of possible COVID-19 symptoms, please do not come into a clinic or hospital to be tested; please contact your local health care provider first. Your provider or a nurse will direct you to our dedicated COVID-19 Nurse Line. If you meet testing criteria, you will be directed to one of our local testing sites.",provider website,,,POINT (-91.3990577 36.6940752)
c3a25993-1087-476f-a535-6627dbb47b45,f,t,f,f,Hancock Board of Health,3650 Hancock Road,Hancock,Massachusetts,,42.548030600000004,-73.31106020000001,Public Health Department,413-738-5225,,,,,,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-73.3110602 42.5480306)
813b8a49-3cd6-44c0-9d2d-587cc27319bd,t,f,t,f,"Northeast Medical Group Family Medicine, Internal Medicine and Walk-In Care - Niantic",248 Flanders Road,Niantic,CT,6357.0,41.357237700000006,-72.2117868,Urgent Care,833-275-9644,https://www.ynhhs.org/patient-care/urgent-care.aspx,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.2117868 41.3572377)
b2f87102-9979-4ef9-9dcb-1decd664a58d,f,f,t,f,Barstow Health Department,303 East Mountain View Street,Barstow,California,,34.89332,-117.02478,Public Health Department,760-256-4715,,,,,,,,,,provider website,,,POINT (-117.02478 34.89332)
05e31e60-db17-4ab9-b4f0-5b02f2869ffa,f,f,t,f,Jackson County Health Department,Highway 421 S,McKee,Kentucky,,37.4301691,-83.9979693,Public Health Department,606-287-8421,,,,,,,,,,provider website,,,POINT (-83.9979693 37.4301691)
83b1936a-c396-41a5-8d72-596908014e4d,t,f,t,f,SSM Health St. Clare Hospital - Baraboo,707 14th St.,Baraboo,WI,53913.0,43.4810313,-89.730535,Public Health Department,608-356-1400,https://www.ssmhealth.com/locations/st-clare-hospital-baraboo,,,,,,,,,provider website,,,POINT (-89.730535 43.4810313)
89cb838f-4283-4d7d-a228-37bf273034d1,t,f,t,t,Bridgeport Hospital,267 Grant Street,Bridgeport,CT,6610.0,41.188987299999994,-73.1664362,Hospital,203-384-3000,https://www.ynhhs.org/locations/bridgeport-267-grant-street.aspx,Call ahead,t,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-73.1664362 41.1889873)
1212d2fb-fcba-4dd7-8c07-6794a5f3bb68,f,f,t,f,Olmsted County Public Health Services,2100 Campus Drive Southeast,Rochester,Minnesota,,44.02259,-92.43066,Public Health Department,507-328-7500,http://www.co.olmsted.mn.us/departments/health/index.asp,,,,,,,,,provider website,,,POINT (-92.43066 44.02259)
b8043979-7b6f-4ee6-882d-87c28d4a0747,t,f,t,t,Bluegrass Extended Care Medicine,989 Governor's Lane Unit 180,Lexington,KY,40513.0,38.019543,-84.557092,Clinic,859-338-3958,,M-F: 8-5pm,f,t,,,,"Must have symptoms (fever, dry cough, chest tightness, trouble breathing) or exposure to a COVID-19 patient",,https://www.kentucky.com/news/coronavirus/article241328346.html,,,POINT (-84.557092 38.019543)
d81cb881-42d9-47a6-9ef6-474b6f866188,t,f,t,t,Strong Memorial Hospital,601 Elmwood Avenue,Rochester,NY,14642.0,43.1229458,-77.6235808,Hospital,(585) 275-2100,https://www.urmc.rochester.edu/strong-memorial.aspx,Call ahead,t,t,t,,,https://www.urmc.rochester.edu/coronavirus.aspx,"BEFORE visiting your provider's office, Urgent Care, or the Emergency Room, call the UR Medicine COVID-19 support line at 1-888-928-0011 or your health care provider.",provider website,,,POINT (-77.6235808 43.1229458)
445b7364-8ae3-468e-9ef0-57ec3d03eadf,f,f,t,f,Winnebago County Health Department,725 Butler Avenue,Oshkosh,Wisconsin,,44.076756,-88.52783000000001,Public Health Department,920-232-3000,http://www.co.winnebago.wi.us/health/,,,,,,,,,provider website,,,POINT (-88.52783 44.076756)
3509de76-d465-4d93-8dc3-f73b4e6d7bca,f,t,f,f,Charlemont Board of Health,157 Main Street,Charlemont,MA,,42.627937,-72.87271,Public Health Department,413-339-4335,http://www.charlemont-ma.us/town/townboardofhealth.shtml,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-72.87271 42.627937)
126b6369-e314-4b9f-af94-a974427331e2,f,f,t,f,Long Beach Health Department,1301 West 12th Street,Long Beach,California,,33.781555,-118.20963,Public Health Department,562-733-1147,,,,,,,,,,provider website,,,POINT (-118.20963 33.781555)
5c84ccd8-7a4e-4aeb-a8f0-96367465d409,f,f,t,f,Ziebach County Health Nurse,D Street,Dupree,South Dakota,,45.0497782,-101.6031332,Public Health Department,605-365-5163,,,,,,,,,,provider website,,,POINT (-101.6031332 45.0497782)
5940e6d9-8d27-4033-a075-c0526fb29acd,f,f,t,f,Butte County Health Department,695 Oleander Avenue,Chico,California,,39.735207,-121.84156999999999,Public Health Department,530-891-2731,,,,,,,,,,provider website,,,POINT (-121.84157 39.735207)
c44a4a0e-0cba-4d9b-ab78-13064cb7b538,f,f,t,f,Braintree Town Health Officer,932 Vermont 12A,Braintree,Vermont,,43.9315423,-72.689503,Public Health Department,802-728-9787,,,,,,,,,,provider website,,,POINT (-72.689503 43.9315423)
41456b63-c9c8-4806-9406-fedbdc12f10f,t,f,,,MaineGeneral Medical Center ED,35 Medical Center Parkway,Augusta,ME,4330.0,44.36395615,-69.73741474,,207-626-1000,,,,,,,,,,provider website,,,POINT (-69.73741474 44.36395615)
a379d431-d596-4fa9-9743-9a726ca5954c,f,f,t,f,Stark County Health Department,3951 Convenience Circle Northwest,Canton,Ohio,,40.855812,-81.42191,Public Health Department,330-493-9904,http://www.starkhealth.org/,,,,,,,,,provider website,,,POINT (-81.42191 40.855812)
64c5a51e-6abc-439c-9de2-e4e78a2d9ec3,f,f,f,f,Kingston Health Department,26 Evergreen Street,Kingston,Massachusetts,,41.99601,-70.73859,Public Health Department,781-585-0503,,,,,,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.73859 41.99601)
bcfbec2f-6ea0-49cd-a0bb-62bf867eabac,t,f,t,t,Seattle Health Department,999 3rd Avenue,Seattle,WA,,47.605063200000004,-122.3339756,Clinic,206-296-0100,,,t,t,t,"800-525-0127, #",https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,,,POINT (-122.3339756 47.6050632)
57e1c6dc-14ad-41b1-8363-3eb46752184e,t,f,f,f,Hidalgo County Health Department,1304 South 25th Avenue,Edinburg,TX,,26.29008,-98.14803,Public Health Department,956-387-0118,http://www.hchd.org/,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-98.14803 26.29008)
e9e60b32-b4c9-462d-95f0-db0bb2cad343,f,f,t,f,Portage County Combined General Health District,449 South Meridian Street,Ravenna,Ohio,,41.15307,-81.24509,Public Health Department,330-296-9919,http://www.co.portage.oh.us/healthdepartment.htm,,,,,,,,,provider website,,,POINT (-81.24509 41.15307)
c692a57b-47bd-402d-a136-ca3316f5d977,f,t,t,t,New York City Health Department,1839 42nd St,Astoria,NY,,40.778056400000004,-73.8966252,Clinic,718-267-2170,https://www1.nyc.gov/site/doh/index.page,,f,t,t,,https://patient.carbonhealth.com/?lng=en#/schedule?practiceId=5bdaef44-8ff0-439f-99d7-3285afcc6911&virtual=true&instant=true&&apptReasonId=a516b4f7-339d-47bc-910d-3b89b81e2e9a,,Please use the COVID-19 check my symptoms tool.,provider website,,,POINT (-73.8966252 40.7780564)
a8a427ac-4a3c-443b-8a44-e22300061973,f,f,t,f,Dawson County Public Health,207 West Bell Street,Glendive,Montana,,47.105053000000005,-104.71502,Public Health Department,406-377-5213,http://www.dawsoncountymontana.com/health.htm,,,,,,,,,provider website,,,POINT (-104.71502 47.105053)
78917f99-a541-4577-a3a5-10a6598513a8,f,f,t,f,Wayne County Health Department,531 Kentucky 90,Monticello,Kentucky,,36.84834229999999,-84.8588188,Public Health Department,606-348-9349,http://www.lcdhd.org/locations/,,,,,,,,,provider website,,,POINT (-84.8588188 36.8483423)
bd944987-a651-4391-b6c4-b69bb5bdc3f6,t,f,t,t,New York-Presbyterian Queens,56-45 Main St,Flushing,NY,11355.0,40.74697256,-73.82571335,Hospital,718-670-2000,https://www.nyp.org/queens,Call ahead,f,t,t,,,,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-73.82571335 40.74697256)
4bcbe3e5-095e-4941-9086-8a2f2cd64220,f,f,t,f,Calhoun County Health Department,190 East Michigan Avenue,Battle Creek,Michigan,,42.323196,-85.18666999999999,Public Health Department,269-969-6380,http://www.calhouncountymi.gov/departments/healthdept/overviewhealthdept.htm,,,,,,,,,provider website,,,POINT (-85.18667 42.323196)
00f61e45-c570-4811-99ad-daceb423d336,f,f,f,f,Fairfax County Health Department,10777 Main Street,Fairfax,Virginia,,38.84984,-77.31715,Public Health Department,703-246-2411,http://www.fairfaxcounty.gov/hd/hdcontact.htm#admin,,f,t,f,,,,,provider website,,,POINT (-77.31715 38.84984)
325ceb44-f6ad-414d-965b-b0ac12171fa8,f,f,t,f,Marlboro Health Officer,510 South Road,Marlboro,Vermont,,42.859585700000004,-72.7261796,Public Health Department,802-254-2181,,,,,,,,,,provider website,,,POINT (-72.7261796 42.8595857)
5aa593d7-5a1b-4422-9e87-e60061dc6293,f,t,t,f,Eau Claire City-County Health Department,720 2nd Avenue,Eau Claire,Wisconsin,,44.8082974,-91.50365699999999,Public Health Department,715-839-4718,http://www.co.eau-claire.wi.us/health_and_environment/health/index.htm,,,,,,,,,provider website,,,POINT (-91.503657 44.8082974)
eeae549b-80cb-40f4-8261-6b3763abbcdd,f,f,t,f,Sonoma County Department of Health Services,3313 Chanate Road,Santa Rosa,California,,38.468266,-122.7092,Public Health Department,707-565-4700,http://www.sonoma-county.org/health/,,,,,,,,,provider website,,,POINT (-122.7092 38.468266)
75f2d1d8-b901-4699-b64d-12707b2d7014,t,f,t,f,PhysicianOne - Manchester,370 Middle Turnpike West,Manchester,CT,6040.0,41.77916629999999,-72.54001559999999,Urgent Care,833-275-9644,https://www.ynhhs.org/patient-care/urgent-care.aspx,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.5400156 41.7791663)
9cca35df-60dc-40c1-81c8-f6ae26965ce8,f,f,f,f,Myrtle Beach Health Department,704 21st Avenue North,Myrtle Beach,South Carolina,,33.71051,-78.88143000000001,Public Health Department,843-448-8407,,,f,t,f,,,,,provider website,,,POINT (-78.88143 33.71051)
b2bbcda0-220e-43b8-9baf-b6ef02e7a1c3,f,f,t,f,Payne County Health Department,1321 West 7th Avenue,Stillwater,Oklahoma,,36.114536,-97.07392,Public Health Department,405-372-8200,,,,,,,,,,provider website,,,POINT (-97.07392 36.114536)
cc9bdac7-2795-4467-ad54-a82128f57eee,f,f,t,f,Mohegan Tribal Health Department,5 Crow Hill Road,Montville,Connecticut,,41.4906859,-72.0993686,Public Health Department,860-862-6158,,,,,,,,,,provider website,,,POINT (-72.0993686 41.4906859)
83340bde-c9f3-4314-91ce-59ce45a1720a,f,f,t,f,Humboldt County Health Department,"Ste 100, 100 H St",Eureka,California,,40.805485,-124.16457,Public Health Department,707-445-6215,,,,,,,,,,provider website,,,POINT (-124.16457 40.805485)
4def15e4-8e0d-4506-9ac6-24cde02cc2c1,f,f,t,f,McCook Health Department,1400 West 5th Street,McCook,Nebraska,,40.210865000000005,-100.632385,Public Health Department,308-345-6130,,,,,,,,,,provider website,,,POINT (-100.632385 40.210865)
fe0e9c8e-8bb6-4254-ab9b-f7bc480bdbb0,t,f,t,f,Northeast Medical Group Internal Medicine – Branford - 500 East Main Street,500 East Main Street,Branford,CT,6405.0,41.299015600000004,-72.7684116,Urgent Care,203-481-5665,,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.7684116 41.2990156)
ae54bfc8-a4a6-486e-9c02-6d08d76cd965,f,f,t,f,Coconino County Health Department,2625 North King Street,Flagstaff,Arizona,,35.214,-111.61071000000001,Public Health Department,928-679-7272,http://www.coconino.az.gov/health/,,,,,,,,,provider website,,,POINT (-111.61071 35.214)
c11c2166-b6a9-4370-b7f6-508723c4ec09,f,f,t,f,Kent County Health Department,700 Fuller Avenue Northeast,Grand Rapids,Michigan,,42.977090000000004,-85.63979,Public Health Department,616-632-7100,http://www.accesskent.com/health/healthdepartment/,,,,,,,,,provider website,,,POINT (-85.63979 42.97709)
e549d0bc-af7d-40c5-8930-dedfcee5c167,f,t,f,f,Lancaster Board of Health,695 Main Street,Lancaster,MA,,42.454365,-71.67355,Public Health Department,978-368-4000,http://www.ci.lancaster.ma.us/pages/lancasterma_health/index,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.67355 42.454365)
be8cdbc0-6b20-422a-ad2c-d626f82c5739,f,f,t,f,Pasquotank County Health Department,711 Roanoke Avenue,Elizabeth,North Carolina,,36.288090000000004,-76.22913,Public Health Department,252-338-4400,,,,,,,,,,provider website,,,POINT (-76.22913 36.28809)
afc591b4-5c4a-4ea7-af7b-6fadf2e8bb6c,f,f,t,f,Fayette County Health Department,100 Church Street,Fayetteville,West Virginia,,38.053513,-81.10301,Public Health Department,304-574-1617,,,,,,,,,,provider website,,,POINT (-81.10301 38.053513)
ae162df7-b683-4577-bfa7-35f03f43f82a,f,f,t,f,Town Health Officer - Whiting,29 South Main Street,Whiting,Vermont,,43.861645,-73.2012,Public Health Department,802-623-7813,,,,,,,,,,provider website,,,POINT (-73.2012 43.861645)
496d9d2f-3dab-4035-bd6b-2873ac39020b,t,t,t,t,Maplewood Health Department,574 Valley Street,Maplewood,NJ,,40.730103,-74.272194,Public Health Department,973-762-8120,http://www.twp.maplewood.nj.us/departments/folder.2006-04-14.0230800599/health,7a-11p,f,t,t,,,,We encourage you to read through the FAQ section of the following site: https://covid19.nj.gov/faqs/nj-information/testing-information/where-are-testing-centers-in-new-jersey,dph website,,,POINT (-74.272194 40.730103)
3b2bd870-9ad6-4b11-ad1d-038185ab0819,f,f,t,f,Ozaukee County Public Health Department,121 West Main Street,Port Washington,Wisconsin,,43.388493,-87.871315,Public Health Department,262-284-8170,http://www.co.ozaukee.wi.us/publichealth/index.html,,,,,,,,,provider website,,,POINT (-87.871315 43.388493)
b7e8b532-8ac5-4d89-aa42-5ae9e5019bb4,f,f,t,f,Harrison County Health Department,761 Esters Boulevard,Biloxi,Mississippi,,30.398870000000002,-88.88746,Public Health Department,228-435-3641,,,,,,,,,,provider website,,,POINT (-88.88746 30.39887)
af36f877-6a77-4d75-a605-3c4a21d0a61a,f,f,f,f,Florida State Health Department,5470 College Dr,Graceville,Florida,,30.962722999999997,-85.50565999999999,Public Health Department,850-263-2364,,,f,t,f,,,,,provider website,,,POINT (-85.50566 30.962723)
d8fdf04f-30fa-465f-bacd-ea0a3713f2a1,f,f,t,f,De Soto Parish Health Unit,113 Jefferson Street,Mansfield,Louisiana,,32.037514,-93.70912,Public Health Department,318-872-0472,,,,,,,,,,provider website,,,POINT (-93.70912 32.037514)
12bad70f-0294-4742-8652-4a730f066ba3,f,f,f,f,Marblehead Health Department,7 Widger Road,Marblehead,MA,,42.493946,-70.87210999999999,Public Health Department,781-631-0212,http://www.marblehead.org/index.aspx?nid=18,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.87211 42.493946)
5d53733c-400f-418e-850f-3223ac39e051,f,f,t,f,Mississippi State Health Department,75 Wic Rd,Decatur,Mississippi,,32.44396210000001,-89.1071391,Public Health Department,601-635-2129,,,,,,,,,,provider website,,,POINT (-89.1071391 32.4439621)
5d36cc54-c684-4528-9331-4e1baa89fdf6,t,f,t,f,Georgia State Health Department,101 East 2nd avenue,Rome,GA,,34.251892,-85.17365,Public Health Department,706-295-6654,https://dph.georgia.gov/,,t,t,f,,,,,provider website,,,POINT (-85.17365 34.251892)
7cdea5d9-5b26-4293-9abb-59afb50a4c40,f,f,f,f,Louisiana State Health Department,226 Havard Street,Melville,Louisiana,,30.69215,-91.742775,Public Health Department,337-623-4941,,,f,t,f,,,,,provider website,,,POINT (-91.742775 30.69215)
5f3bf6b4-6090-4762-97aa-7241f9b24759,f,f,t,f,Maury County Health Department,100 Blythewood Drive,Columbia,Tennessee,,35.606215999999996,-87.0653,Public Health Department,931-388-5757,,,,,,,,,,provider website,,,POINT (-87.0653 35.606216)
faeced6e-4a11-4ba5-889b-c643ddf02f51,f,f,t,f,Town of North Stonington Health Department,40 Main Street,North Stonington,Connecticut,,41.440926,-71.8811,Public Health Department,860-535-2877,http://www.northstoningtonct.gov/pages/nstoningtonct_dept/health/index,,,,,,,,,provider website,,,POINT (-71.8811 41.440926)
ffa8d011-cadb-447d-a0de-a5b639fa57f1,f,f,t,f,Tricounty Health Department,133 South 500 East,Vernal,Utah,,40.4538886,-109.5189156,Public Health Department,435-247-1177,http://www.tricountyhealth.com/,,,,,,,,,provider website,,,POINT (-109.5189156 40.4538886)
bcb50c64-7932-4a0b-a44d-e4a8933c9fc9,f,f,t,f,Hamilton County Health Department,143 HAMILTON Ave,Jennings,Florida,,30.600154200000002,-83.1094933,Public Health Department,386-938-1256,,,,,,,,,,provider website,,,POINT (-83.1094933 30.6001542)
7153a47d-3a7d-4554-815a-64161a831ab7,f,f,t,f,Newberry County Health Department,2111 Wilson Road,Newberry,South Carolina,,34.297149600000004,-81.6091784,Public Health Department,803-321-2170,,,,,,,,,,provider website,,,POINT (-81.6091784 34.2971496)
5c367cf6-dc54-4eeb-984a-c17145c61b02,f,f,f,f,Fort Peck Health Department,603 Court Avenue,Poplar,Montana,,48.1143,-105.19158999999999,Public Health Department,406-768-3488,,,f,t,f,,,,,provider website,,,POINT (-105.19159 48.1143)
6645754e-205b-4f3f-bc5d-846eb60041a9,f,f,f,f,Florida State Health Department,780 Southwest 24th Street,Fort Lauderdale,Florida,,26.0917921,-80.1502287,Public Health Department,954-467-4723,,,f,t,f,,,,,provider website,,,POINT (-80.1502287 26.0917921)
67fc3b0b-7513-4f84-95de-445914239fce,f,f,t,f,Sheldon Health Officer,1640 Main Street,Sheldon,Vermont,,44.88065,-72.94632,Public Health Department,802-933-2524,,,,,,,,,,provider website,,,POINT (-72.94632 44.88065)
eef2de78-6781-479b-9e34-e467c126e48c,f,t,t,f,Public Health Area 11,251 North Bayou Street,Mobile,AL,,30.692268,-88.05468,Public Health Department,251-690-8980,,,,,,,,,,provider website,,,POINT (-88.05468 30.692268)
d2cf41ff-9501-4b7c-97a4-98972b6e486d,f,f,t,f,Malta Health Department,314 S 2nd Ave W,Malta,Montana,,48.3571956,-107.8785116,Public Health Department,406-654-2252,,,,,,,,,,provider website,,,POINT (-107.8785116 48.3571956)
a791dfa4-629b-40a7-9bf8-bbf9771cf18b,f,f,t,f,Chattanooga-Hamilton County Health Department,921 East 3rd Street,Chattanooga,Tennessee,,35.048428,-85.29228,Public Health Department,423-209-8000,http://health.hamiltontn.org/,,,,,,,,,provider website,,,POINT (-85.29228 35.048428)
7d08c4f0-79ac-472e-a03b-2017381e4e0e,t,f,t,t,Whitman County Public Health,310 North Main Street,Colfax,WA,,46.791484999999994,-117.24773,Clinic,509-397-6280,http://www.whitmancounty.org/page.aspx?pn=public+health,,t,t,t,"800-525-0127, #",https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,,,POINT (-117.24773 46.791485)
5c48ab72-01aa-4d90-ba75-e6da3c815bca,f,f,t,f,Vermont Department of Health Saint Albans District Office,20 Houghton Street,St. Albans,Vermont,,44.810253,-73.08847,Public Health Department,802-524-7970,http://www.healthvermont.org/local/district/st.albans.aspx,,,,,,,,,provider website,,,POINT (-73.08847 44.810253)
2f08e375-2646-4c9f-98e6-c4e42cc36a68,f,f,f,f,De Baca County Public Health Office,181 Sumner Avenue,Fort Sumner,New Mexico,,34.471138,-104.24356,Public Health Department,575-355-2362,,,f,t,f,,,,,provider website,,,POINT (-104.24356 34.471138)
40789484-e3e1-4a09-adba-61fc5e0a6eb0,t,f,,t,Kimmel Pavilion,424 East 34th Street,New York,NY,10016.0,40.7430167,-73.9729845,Clinic,212-263-7300,https://nyulangone.org/locations/kimmel-pavilion,,f,t,t,347-377-3708,prohealthcare.com,https://www.prohealthcare.com/about-us/insights/drive-thru-testing.html,,https://libn.com/2020/03/18/prohealth-now-offers-drive-thru-testing-for-covid-19/,,,POINT (-73.9729845 40.7430167)
e2f75887-b86f-440b-bf12-78ce3ed7ebc1,f,f,f,f,Lincoln County Public Health - South,925 Sage Avenue,Kemmerer,Wyoming,,41.792835,-110.53989399999999,Public Health Department,307-877-3780,http://www.lcwy.org/public_health.asp,,f,t,f,,,,,provider website,,,POINT (-110.539894 41.792835)
60b89232-0be7-4a65-bee6-7aade29c520b,f,f,t,f,Middletown Springs Health Officer,10 Park Avenue,Middletown Springs,Vermont,,43.485653000000006,-73.11745,Public Health Department,802-235-2220,,,,,,,,,,provider website,,,POINT (-73.11745 43.485653)
953e9367-1936-4633-8df4-cbcf6e71d296,f,f,t,f,Kentucky River Health Department,78 Maple Street,Hyden,Kentucky,,37.16387,-83.37539,Public Health Department,606-672-2393,,,,,,,,,,provider website,,,POINT (-83.37539 37.16387)
d1225789-963c-451c-900a-9d929f0eb944,f,f,t,f,Toe River Health Department,861 Greenwood Road,Spruce Pine,North Carolina,,35.912132,-82.08606999999999,Public Health Department,828-765-2239,,,,,,,,,,provider website,,,POINT (-82.08607 35.912132)
bf0003e6-8300-4e86-9fe2-0da15baae79c,f,f,t,f,Menifee County Health Department,70 Main St,Frenchburg,Kentucky,,37.951077000000005,-83.62722,Public Health Department,606-768-2151,,,,,,,,,,provider website,,,POINT (-83.62722 37.951077)
ae020fd5-be49-415f-8d08-67aa580a35e8,f,f,t,f,Eddy County Health Department - Artesia,1001 West Memorial Drive,Artesia,New Mexico,,32.84789,-104.40880600000001,Public Health Department,575-746-9819,,,,,,,,,,provider website,,,POINT (-104.408806 32.84789)
c089c753-8320-4a6b-85a8-deee6fb8562e,f,f,t,t,Summerville Health Department,2885 West 5th North Street,Summerville,South Carolina,,33.0552499,-80.23705490000002,Public Health Department,843-832-0041,,Call ahead,,t,t,,,,,provider website,,,POINT (-80.2370549 33.0552499)
